,Administrador,Usuario,mini juego,color presionado,dificultad,Juego,botón correcto,tiempo de interacción,número de interacción,auto push,tiempo de lección,tiempo de sesión
2667,0,4,7,0,1,1,0,4.399674,5.0,0.0,0.0,0.0
2668,0,4,7,2,1,1,1,6.966618,6.0,0.0,0.0,0.0
2669,0,4,7,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2670,0,4,4,3,2,1,0,0.0,1.0,0.0,0.0,0.0
2671,0,4,4,3,2,1,0,2.767041,2.0,0.0,0.0,0.0
2672,0,4,4,3,2,1,1,13.22549,3.0,0.0,0.0,0.0
2673,0,4,4,1,2,1,1,6.283442,4.0,0.0,0.0,0.0
2674,0,4,4,3,2,1,0,18.53449,5.0,0.0,0.0,0.0
2675,0,4,4,3,2,1,1,10.35056,6.0,0.0,0.0,0.0
2676,0,4,4,1,2,1,1,4.500033,7.0,0.0,0.0,0.0
2677,0,4,4,3,2,1,0,11.70083,8.0,0.0,0.0,0.0
2678,0,4,4,3,2,1,0,15.11758,9.0,0.0,0.0,0.0
2679,0,4,4,3,2,1,0,15.38473,10.0,0.0,0.0,0.0
2680,0,4,4,3,2,1,1,7.316496,11.0,0.0,0.0,0.0
2681,0,4,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2682,0,4,5,1,2,1,1,4.387047,1.0,0.0,0.0,0.0
2683,0,4,5,1,2,1,0,12.98452,2.0,0.0,0.0,0.0
2684,0,4,5,1,2,1,0,15.10087,3.0,0.0,0.0,0.0
2685,0,4,5,1,2,1,0,19.08493,4.0,0.0,0.0,0.0
2686,0,4,5,3,2,1,0,4.4,5.0,0.0,0.0,0.0
2687,0,4,5,3,2,1,0,4.4,6.0,0.0,0.0,0.0
2688,0,4,5,3,2,1,0,4.4,7.0,0.0,0.0,0.0
2689,0,4,5,0,2,1,1,4.4,8.0,0.0,0.0,0.0
2690,0,4,5,1,2,1,1,12.80539,9.0,0.0,0.0,0.0
2691,0,4,5,3,2,1,0,16.68478,10.0,0.0,0.0,0.0
2692,0,4,5,0,2,1,1,13.30193,11.0,0.0,0.0,0.0
2693,0,4,5,1,2,1,1,6.613986,12.0,0.0,0.0,0.0
2694,0,4,5,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2695,0,4,6,2,2,1,1,5.309087,1.0,0.0,0.0,0.0
2696,0,4,6,2,2,1,0,0.0,2.0,0.0,0.0,0.0
2697,0,4,6,0,2,1,1,7.067169,3.0,0.0,0.0,0.0
2698,0,4,6,0,2,1,0,0.0,4.0,0.0,0.0,0.0
2699,0,4,6,2,2,1,1,3.416732,5.0,0.0,0.0,0.0
2700,0,4,6,3,2,1,0,0.0,6.0,0.0,0.0,0.0
2701,0,4,6,0,2,1,1,11.55076,7.0,0.0,0.0,0.0
2702,0,4,6,1,2,1,0,0.0,8.0,0.0,0.0,0.0
2703,0,4,6,1,2,1,0,0.0,9.0,0.0,0.0,0.0
2704,0,4,6,2,2,1,1,8.400587,10.0,0.0,0.0,0.0
2705,0,4,6,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2706,0,4,7,1,2,1,0,12.31725,1.0,0.0,0.0,0.0
2707,0,4,7,3,2,1,1,14.68415,2.0,0.0,0.0,0.0
2708,0,4,7,3,2,1,1,10.73506,3.0,0.0,0.0,0.0
2709,0,4,7,3,2,1,1,4.750132,4.0,0.0,0.0,0.0
2710,0,4,7,1,2,1,0,12.71735,5.0,0.0,0.0,0.0
2711,0,4,7,3,2,1,1,13.91794,6.0,0.0,0.0,0.0
2712,0,4,7,3,2,1,1,11.56707,7.0,0.0,0.0,0.0
2713,0,4,7,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2714,0,4,9,4,3,1,2,0.0,0.0,0.0,0.0,0.0
2715,0,4,0,1,0,0,0,2.560156,1.0,0.0,0.0,0.0
2716,0,4,0,1,0,0,1,6.361011,2.0,0.0,0.0,0.0
2717,0,4,0,0,0,0,1,3.169014,3.0,0.0,0.0,0.0
2718,0,4,0,2,0,0,0,2.733049,4.0,0.0,0.0,0.0
2719,0,4,0,2,0,0,1,2.866388,5.0,0.0,0.0,0.0
2720,0,4,0,1,0,0,0,0.032752,6.0,0.0,0.0,0.0
2721,0,4,0,1,0,0,0,0.1491583,7.0,0.0,0.0,0.0
2722,0,4,0,1,0,0,1,3.783064,8.0,0.0,0.0,0.0
2723,0,4,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2724,0,4,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2725,0,4,8,2,0,0,0,6.675762,1.0,0.0,0.0,0.0
2726,0,4,8,3,0,0,1,11.44288,2.0,0.0,0.0,0.0
2727,0,4,8,1,0,0,1,5.417359,3.0,0.0,0.0,0.0
2728,0,4,8,2,0,0,1,3.900391,4.0,0.0,0.0,0.0
2729,0,4,8,0,0,0,1,4.250599,5.0,0.0,0.0,0.0
2730,0,4,8,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2731,0,4,0,1,0,0,0,0.0752379,1.0,0.0,0.0,0.0
2732,0,4,0,1,0,0,1,2.158639,2.0,0.0,0.0,0.0
2733,0,4,0,0,0,0,0,2.183688,3.0,0.0,0.0,0.0
2734,0,4,0,0,0,0,1,3.733567,4.0,0.0,0.0,0.0
2735,0,4,0,2,0,0,1,1.750629,5.0,0.0,0.0,0.0
2736,0,4,0,1,0,0,0,0.1329497,6.0,0.0,0.0,0.0
2737,0,4,0,1,0,0,0,2.749467,7.0,0.0,0.0,0.0
2738,0,4,0,1,0,0,1,4.049852,8.0,0.0,0.0,0.0
2739,0,4,0,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2740,0,4,2,3,0,0,1,0.3548414,1.0,0.0,0.0,0.0
2741,0,4,2,2,0,0,1,4.833096,2.0,0.0,0.0,0.0
2742,0,4,2,0,0,0,1,2.183934,3.0,0.0,0.0,0.0
2743,0,4,2,1,0,0,1,3.132681,4.0,0.0,0.0,0.0
2744,0,4,2,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2745,0,4,3,1,0,0,1,1.600182,1.0,0.0,0.0,0.0
2746,0,4,3,3,0,0,1,1.616956,2.0,0.0,0.0,0.0
2747,0,4,3,0,0,0,1,1.816947,3.0,0.0,0.0,0.0
2748,0,4,3,2,0,0,1,1.916626,4.0,0.0,0.0,0.0
2749,0,4,3,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2750,0,4,1,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2751,0,4,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2752,0,4,11,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2753,2,0,6,2,0,1,1,7.220054,1.0,0.0,0.0,0.0
2754,2,0,6,2,0,1,1,2.650243,2.0,0.0,0.0,0.0
2755,2,0,6,1,0,1,0,0.0,3.0,0.0,0.0,0.0
2756,2,0,6,2,0,1,1,1.659651,4.0,0.0,0.0,0.0
2757,2,0,6,2,0,1,1,2.150101,5.0,0.0,0.0,0.0
2758,2,0,6,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2759,2,0,6,2,1,1,1,4.704579,1.0,0.0,0.0,0.0
2760,2,0,6,2,1,1,1,1.149901,2.0,0.0,0.0,0.0
2761,2,0,6,2,1,1,1,19.73457,3.0,0.0,0.0,0.0
2762,2,0,6,2,1,1,1,1.833383,4.0,0.0,0.0,0.0
2763,2,0,6,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2764,2,0,6,2,2,1,1,16.9775,1.0,0.0,0.0,0.0
2765,2,0,6,2,2,1,0,0.0,2.0,0.0,0.0,0.0
2766,2,0,6,0,2,1,1,5.783458,3.0,0.0,0.0,0.0
2767,2,0,6,2,2,1,1,15.20057,4.0,0.0,0.0,0.0
2768,2,0,6,0,2,1,1,14.35091,5.0,0.0,0.0,0.0
2769,2,0,6,2,2,1,1,13.36747,6.0,0.0,0.0,0.0
2770,2,0,6,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2771,2,0,9,4,3,1,2,0.0,0.0,0.0,0.0,0.0
2772,2,0,2,3,2,0,1,9.64182,1.0,0.0,0.0,0.0
2773,2,0,2,2,2,0,1,5.300264,2.0,0.0,0.0,0.0
2774,2,0,2,0,2,0,0,1.133731,3.0,0.0,0.0,0.0
2775,2,0,2,0,2,0,1,4.117063,4.0,0.0,0.0,0.0
2776,2,0,2,1,2,0,1,4.183653,5.0,0.0,0.0,0.0
2777,2,0,2,0,2,0,1,3.133768,6.0,0.0,0.0,0.0
2778,2,0,2,4,2,0,2,0.0,0.0,0.0,0.0,0.0
2779,2,0,9,4,2,0,2,0.0,0.0,0.0,0.0,0.0
2780,2,0,1,0,2,0,0,7.100453,1.0,0.0,0.0,0.0
2781,2,0,1,0,2,0,0,2.549749,2.0,0.0,0.0,0.0
2782,2,0,1,0,2,0,0,4.966856,1.0,0.0,0.0,0.0
2783,2,0,1,0,2,0,0,8.30056,2.0,0.0,0.0,0.0
2784,2,0,1,0,2,0,0,10.08378,3.0,0.0,0.0,0.0
2785,2,0,1,0,2,0,0,3.716107,4.0,0.0,0.0,0.0
2786,2,0,1,4,2,0,2,0.0,0.0,0.0,0.0,0.0
2787,2,0,9,4,2,0,2,0.0,0.0,0.0,0.0,0.0
2788,2,0,11,4,2,0,2,0.0,0.0,0.0,0.0,0.0
2789,2,0,1,1,0,0,0,5.466147,1.0,0.0,0.0,0.0
2790,2,0,1,1,0,0,0,14.01686,2.0,0.0,0.0,0.0
2791,2,0,1,1,0,0,0,16.98377,3.0,0.0,0.0,0.0
2792,2,0,1,1,0,0,1,17.71692,4.0,0.0,0.0,0.0
2793,2,0,1,3,0,0,0,2.716855,5.0,0.0,0.0,0.0
2794,2,0,1,3,0,0,0,9.033737,6.0,0.0,0.0,0.0
2795,2,0,1,3,0,0,0,12.73401,7.0,0.0,0.0,0.0
2796,2,0,1,3,0,0,0,19.13432,8.0,0.0,0.0,0.0
2797,2,0,1,3,0,0,0,4.4,9.0,0.0,0.0,0.0
2798,2,0,1,3,0,0,1,4.4,10.0,0.0,0.0,0.0
2799,2,0,1,2,0,0,0,5.817044,11.0,0.0,0.0,0.0
2800,2,0,1,2,0,0,1,6.683857,12.0,0.0,0.0,0.0
2801,2,0,1,1,0,0,0,12.35107,13.0,0.0,0.0,0.0
2802,2,0,1,1,0,0,0,12.88413,14.0,0.0,0.0,0.0
2803,2,0,1,1,0,0,1,13.05077,15.0,0.0,0.0,0.0
2804,2,0,1,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2805,2,0,9,4,0,0,2,0.0,0.0,0.0,0.0,0.0
2806,2,0,1,1,1,0,0,3.616072,1.0,0.0,0.0,0.0
2807,2,0,1,1,1,0,0,1.583428,2.0,0.0,0.0,0.0
2808,2,0,1,1,1,0,0,2.516768,3.0,0.0,0.0,0.0
2809,2,0,1,1,1,0,1,4.250266,4.0,0.0,0.0,0.0
2810,2,0,1,0,1,0,0,1.11705,5.0,0.0,0.0,0.0
2811,2,0,1,0,1,0,1,1.200503,6.0,0.0,0.0,0.0
2812,2,0,1,2,1,0,1,0.1495796,7.0,0.0,0.0,0.0
2813,2,0,1,4,1,0,2,0.0,0.0,0.0,0.0,0.0
2814,2,0,9,4,1,0,2,0.0,0.0,0.0,0.0,0.0
2815,2,0,11,4,1,0,2,0.0,0.0,0.0,0.0,0.0
2816,2,0,0,1,3,0,1,5.183286,1.0,0.0,0.0,0.0
2817,2,0,0,0,3,0,1,3.666947,2.0,0.0,0.0,0.0
2818,2,0,0,2,3,0,1,1.983956,3.0,0.0,0.0,0.0
2819,2,0,0,1,3,0,1,1.833666,4.0,0.0,0.0,0.0
2820,2,0,0,3,3,0,1,1.66676,5.0,0.0,0.0,0.0
2821,2,0,0,0,3,0,1,3.700136,6.0,0.0,0.0,0.0
2822,2,0,0,2,3,0,1,1.900384,7.0,0.0,0.0,0.0
2823,2,0,0,3,3,0,1,3.066965,8.0,0.0,0.0,0.0
2824,2,0,0,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2825,2,0,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2826,5,9,0,1,3,0,1,0.4162876,1.0,0.0,0.0,0.0
2827,5,9,0,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2828,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2829,5,9,10,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2830,5,9,0,1,3,0,1,2.623113,1.0,0.0,0.0,0.0
2831,5,9,0,0,3,0,1,1.633869,2.0,0.0,0.0,0.0
2832,5,9,0,2,3,0,0,0.2834134,3.0,0.0,0.0,0.0
2833,5,9,0,2,3,0,1,1.983291,4.0,0.0,0.0,0.0
2834,5,9,0,1,3,0,1,1.950036,5.0,0.0,0.0,0.0
2835,5,9,0,3,3,0,1,1.833589,6.0,0.0,0.0,0.0
2836,5,9,0,0,3,0,1,2.166798,7.0,0.0,0.0,0.0
2837,5,9,0,2,3,0,1,1.683938,8.0,0.0,0.0,0.0
2838,5,9,0,3,3,0,1,1.966735,9.0,0.0,0.0,0.0
2839,5,9,0,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2840,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2841,5,9,0,1,3,0,1,1.598925,1.0,0.0,0.0,0.0
2842,5,9,0,0,3,0,0,1.382895,2.0,0.0,0.0,0.0
2843,5,9,0,0,3,0,1,1.750404,3.0,0.0,0.0,0.0
2844,5,9,0,2,3,0,1,1.366461,4.0,0.0,0.0,0.0
2845,5,9,0,1,3,0,1,1.599884,5.0,0.0,0.0,0.0
2846,5,9,0,3,3,0,1,1.533339,6.0,0.0,0.0,0.0
2847,5,9,0,0,3,0,1,1.816813,7.0,0.0,0.0,0.0
2848,5,9,0,2,3,0,1,1.633493,8.0,0.0,0.0,0.0
2849,5,9,0,3,3,0,0,1.450235,9.0,0.0,0.0,0.0
2850,5,9,0,3,3,0,1,2.233559,10.0,0.0,0.0,0.0
2851,5,9,0,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2852,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2853,5,9,0,1,3,0,1,1.718841,1.0,0.0,0.0,0.0
2854,5,9,0,0,3,0,1,1.500423,2.0,0.0,0.0,0.0
2855,5,9,0,2,3,0,1,1.465971,3.0,0.0,0.0,0.0
2856,5,9,0,1,3,0,1,1.567069,4.0,0.0,0.0,0.0
2857,5,9,0,3,3,0,1,1.450547,5.0,0.0,0.0,0.0
2858,5,9,0,0,3,0,0,0.8002678,6.0,0.0,0.0,0.0
2859,5,9,0,0,3,0,1,1.350101,7.0,0.0,0.0,0.0
2860,5,9,0,2,3,0,1,1.334841,8.0,0.0,0.0,0.0
2861,5,9,0,3,3,0,1,1.633505,9.0,0.0,0.0,0.0
2862,5,9,0,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2863,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2864,5,9,2,3,3,0,1,2.304634,1.0,0.0,0.0,0.0
2865,5,9,2,2,3,0,1,3.450462,2.0,0.0,0.0,0.0
2866,5,9,2,0,3,0,1,1.94998,3.0,0.0,0.0,0.0
2867,5,9,2,1,3,0,1,2.566381,4.0,0.0,0.0,0.0
2868,5,9,2,0,3,0,1,2.049619,5.0,0.0,0.0,0.0
2869,5,9,2,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2870,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2871,5,9,2,3,3,0,1,2.520024,1.0,0.0,0.0,0.0
2872,5,9,2,2,3,0,1,2.833649,2.0,0.0,0.0,0.0
2873,5,9,2,0,3,0,1,2.083621,3.0,0.0,0.0,0.0
2874,5,9,2,1,3,0,1,2.266889,4.0,0.0,0.0,0.0
2875,5,9,2,0,3,0,1,2.01739,5.0,0.0,0.0,0.0
2876,5,9,2,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2877,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2878,5,9,2,3,3,0,1,2.349251,1.0,0.0,0.0,0.0
2879,5,9,2,2,3,0,1,2.583769,2.0,0.0,0.0,0.0
2880,5,9,2,0,3,0,1,2.350129,3.0,0.0,0.0,0.0
2881,5,9,2,1,3,0,1,2.150831,4.0,0.0,0.0,0.0
2882,5,9,2,0,3,0,1,2.084275,5.0,0.0,0.0,0.0
2883,5,9,2,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2884,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2885,5,9,3,1,3,0,1,1.716277,1.0,0.0,0.0,0.0
2886,5,9,3,3,3,0,1,1.434271,2.0,0.0,0.0,0.0
2887,5,9,3,0,3,0,1,1.60026,3.0,0.0,0.0,0.0
2888,5,9,3,2,3,0,1,1.550085,4.0,0.0,0.0,0.0
2889,5,9,3,0,3,0,1,1.749946,5.0,0.0,0.0,0.0
2890,5,9,3,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2891,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2892,5,9,3,1,3,0,1,2.150301,1.0,0.0,0.0,0.0
2893,5,9,3,3,3,0,1,1.833113,2.0,0.0,0.0,0.0
2894,5,9,3,0,3,0,1,1.317164,3.0,0.0,0.0,0.0
2895,5,9,3,2,3,0,1,1.033672,4.0,0.0,0.0,0.0
2896,5,9,3,0,3,0,1,1.132947,5.0,0.0,0.0,0.0
2897,5,9,3,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2898,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2899,5,9,1,2,3,0,1,2.850289,1.0,0.0,0.0,0.0
2900,5,9,1,0,3,0,1,1.866735,2.0,0.0,0.0,0.0
2901,5,9,1,2,3,0,0,3.800334,3.0,0.0,0.0,0.0
2902,5,9,1,2,3,0,0,5.05084,4.0,0.0,0.0,0.0
2903,5,9,1,2,3,0,1,5.400436,5.0,0.0,0.0,0.0
2904,5,9,1,1,3,0,1,2.450034,6.0,0.0,0.0,0.0
2905,5,9,1,3,3,0,1,3.816682,7.0,0.0,0.0,0.0
2906,5,9,1,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2907,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2908,5,9,1,1,3,0,1,3.63359,1.0,0.0,0.0,0.0
2909,5,9,1,0,3,0,1,2.583561,2.0,0.0,0.0,0.0
2910,5,9,1,2,3,0,1,2.416482,3.0,0.0,0.0,0.0
2911,5,9,1,1,3,0,1,2.650308,4.0,0.0,0.0,0.0
2912,5,9,1,3,3,0,1,2.384773,5.0,0.0,0.0,0.0
2913,5,9,1,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2914,5,9,9,4,3,0,2,0.0,0.0,0.0,0.0,0.0
2915,0,29,4,3,0,1,1,5.469529,1.0,0.0,0.0,0.0
2916,0,29,4,3,0,1,0,12.08348,2.0,0.0,0.0,0.0
2917,0,29,4,3,0,1,1,4.283657,3.0,0.0,0.0,0.0
2918,0,29,4,3,0,1,1,3.567289,4.0,0.0,0.0,0.0
2919,0,29,4,3,0,1,1,2.366835,5.0,0.0,0.0,0.0
2920,0,29,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2921,0,29,4,3,1,1,1,3.28958,1.0,0.0,0.0,0.0
2922,0,29,4,3,1,1,1,3.366726,2.0,0.0,0.0,0.0
2923,0,29,4,3,1,1,1,3.816976,3.0,0.0,0.0,0.0
2924,0,29,4,3,1,1,0,11.60094,4.0,0.0,0.0,0.0
2925,0,29,4,3,1,1,1,4.199677,5.0,0.0,0.0,0.0
2926,0,29,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2927,0,29,4,2,2,1,1,6.985675,1.0,0.0,0.0,0.0
2928,0,29,4,0,2,1,0,15.98393,2.0,0.0,0.0,0.0
2929,0,29,4,0,2,1,0,4.4,3.0,0.0,0.0,0.0
2930,0,29,4,0,2,1,1,4.4,4.0,0.0,0.0,0.0
2931,0,29,4,2,2,1,0,10.85054,5.0,0.0,0.0,0.0
2932,0,29,4,2,2,1,0,11.73355,6.0,0.0,0.0,0.0
2933,0,29,4,2,2,1,0,14.71707,7.0,0.0,0.0,0.0
2934,0,29,4,2,2,1,0,15.43418,8.0,0.0,0.0,0.0
2935,0,29,4,2,2,1,1,10.36757,9.0,0.0,0.0,0.0
2936,0,29,4,2,2,1,0,0.0163655,10.0,0.0,0.0,0.0
2937,0,29,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2938,0,29,9,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2939,0,21,4,3,0,1,0,0.0,1.0,0.0,0.0,0.0
2940,0,21,4,3,0,1,1,4.4,2.0,0.0,0.0,0.0
2941,0,21,4,3,0,1,1,1.850113,3.0,0.0,0.0,0.0
2942,0,21,4,3,0,1,0,7.883523,4.0,0.0,0.0,0.0
2943,0,21,4,3,0,1,1,5.233766,5.0,0.0,0.0,0.0
2944,0,21,4,3,0,1,1,4.149987,6.0,0.0,0.0,0.0
2945,0,21,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2946,0,21,5,3,0,1,0,0.0,1.0,0.0,0.0,0.0
2947,0,21,5,1,0,1,1,5.543041,2.0,0.0,0.0,0.0
2948,0,21,5,1,0,1,1,6.727747,3.0,0.0,0.0,0.0
2949,0,21,5,2,0,1,0,8.516523,4.0,0.0,0.0,0.0
2950,0,21,5,0,0,1,0,9.717795,5.0,0.0,0.0,0.0
2951,0,21,5,1,0,1,1,9.344735,6.0,0.0,0.0,0.0
2952,0,21,5,1,0,1,1,4.141546,7.0,0.0,0.0,0.0
2953,0,21,5,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2954,0,21,6,2,0,1,1,4.4,1.0,0.0,0.0,0.0
2955,0,21,6,2,0,1,1,9.133315,2.0,0.0,0.0,0.0
2956,0,21,6,2,0,1,1,7.166592,3.0,0.0,0.0,0.0
2957,0,21,6,2,0,1,1,2.550122,4.0,0.0,0.0,0.0
2958,0,21,6,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2959,0,21,7,0,0,1,1,10.69032,1.0,0.0,0.0,0.0
2960,0,21,7,0,0,1,1,5.400727,2.0,0.0,0.0,0.0
2961,0,21,7,0,0,1,1,5.35048,3.0,0.0,0.0,0.0
2962,0,21,7,2,0,1,0,5.09992,4.0,0.0,0.0,0.0
2963,0,21,7,0,0,1,1,5.499823,5.0,0.0,0.0,0.0
2964,0,21,7,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2965,0,21,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2966,0,21,9,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2967,0,21,4,3,0,1,0,0.0,1.0,0.0,0.0,0.0
2968,0,21,4,3,0,1,0,2.266239,2.0,0.0,0.0,0.0
2969,0,21,4,3,0,1,1,12.34043,3.0,0.0,0.0,0.0
2970,0,21,4,3,0,1,0,20.66767,4.0,0.0,0.0,0.0
2971,0,21,4,3,0,1,0,4.4,5.0,0.0,0.0,0.0
2972,0,21,4,3,0,1,1,4.4,6.0,0.0,0.0,0.0
2973,0,21,4,3,0,1,0,4.4,7.0,0.0,0.0,0.0
2974,0,21,4,3,0,1,1,19.23392,8.0,0.0,0.0,0.0
2975,0,21,4,3,0,1,1,4.915998,9.0,0.0,0.0,0.0
2976,0,21,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
2977,0,21,4,1,1,1,0,0.0,1.0,0.0,0.0,0.0
2978,0,21,4,1,1,1,1,14.76379,2.0,0.0,0.0,0.0
2979,0,21,4,1,1,1,0,20.23426,3.0,0.0,0.0,0.0
2980,0,21,4,1,1,1,0,20.91755,4.0,0.0,0.0,0.0
2981,0,21,4,1,1,1,0,4.4,5.0,0.0,0.0,0.0
2982,0,21,4,1,1,1,1,20.13363,6.0,0.0,0.0,0.0
2983,0,21,4,1,1,1,1,6.884083,7.0,0.0,0.0,0.0
2984,0,21,4,1,1,1,1,4.750296,8.0,0.0,0.0,0.0
2985,0,21,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
2986,0,21,4,3,2,1,1,11.78489,1.0,0.0,0.0,0.0
2987,0,21,4,0,2,1,1,10.26673,2.0,0.0,0.0,0.0
2988,0,21,4,3,2,1,0,15.23399,3.0,0.0,0.0,0.0
2989,0,21,4,3,2,1,1,9.049774,4.0,0.0,0.0,0.0
2990,0,21,4,0,2,1,0,4.4,5.0,0.0,0.0,0.0
2991,0,21,4,0,2,1,1,4.4,6.0,0.0,0.0,0.0
2992,0,21,4,3,2,1,0,9.583835,7.0,0.0,0.0,0.0
2993,0,21,4,3,2,1,0,10.76782,8.0,0.0,0.0,0.0
2994,0,21,4,3,2,1,1,3.36617,9.0,0.0,0.0,0.0
2995,0,21,4,4,2,1,2,0.0,0.0,0.0,0.0,0.0
2996,0,21,9,4,3,1,2,0.0,0.0,0.0,0.0,0.0
2997,0,21,5,1,0,1,1,9.347669,1.0,0.0,0.0,0.0
2998,0,21,5,1,0,1,1,4.400691,2.0,0.0,0.0,0.0
2999,0,21,5,0,0,1,0,10.8998,3.0,0.0,0.0,0.0
3000,0,21,5,1,0,1,1,4.367712,4.0,0.0,0.0,0.0
3001,0,21,5,1,0,1,1,8.497878,5.0,0.0,0.0,0.0
3002,0,21,5,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3003,0,21,9,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3004,0,21,6,1,0,1,0,0.0,1.0,0.0,0.0,0.0
3005,0,21,6,2,0,1,1,19.23174,2.0,0.0,0.0,0.0
3006,0,21,6,0,0,1,0,0.0,3.0,0.0,0.0,0.0
3007,0,21,6,2,0,1,1,11.54989,4.0,0.0,0.0,0.0
3008,0,21,6,2,0,1,1,3.516795,5.0,0.0,0.0,0.0
3009,0,21,6,2,0,1,1,2.282846,6.0,0.0,0.0,0.0
3010,0,21,6,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3011,0,21,9,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3012,0,21,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3013,0,21,9,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3014,12,25,4,3,0,1,0,0.0,1.0,0.0,0.0,0.0
3015,12,25,4,3,0,1,0,0.1429413,2.0,0.0,0.0,0.0
3016,12,25,4,3,0,1,1,8.653378,3.0,0.0,0.0,0.0
3017,12,25,4,3,0,1,0,8.067134,4.0,0.0,0.0,0.0
3018,12,25,4,3,0,1,0,13.35088,5.0,0.0,0.0,0.0
3019,12,25,4,3,0,1,0,14.63428,6.0,0.0,0.0,0.0
3020,12,25,4,3,0,1,1,8.616956,7.0,0.0,0.0,0.0
3021,12,25,4,3,0,1,0,9.367875,8.0,0.0,0.0,0.0
3022,12,25,4,3,0,1,0,11.58387,9.0,0.0,0.0,0.0
3023,12,25,4,3,0,1,0,12.03418,10.0,0.0,0.0,0.0
3024,12,25,4,3,0,1,1,4.282853,11.0,0.0,0.0,0.0
3025,12,25,4,3,0,1,0,8.067227,12.0,0.0,0.0,0.0
3026,12,25,4,3,0,1,1,1.066613,13.0,0.0,0.0,0.0
3027,12,25,4,4,0,1,2,0.0,0.0,0.0,0.0,0.0
3028,12,25,4,0,1,1,0,0.0,1.0,0.0,0.0,0.0
3029,12,25,4,0,1,1,1,5.327645,2.0,0.0,0.0,0.0
3030,12,25,4,0,1,1,1,0.6329694,3.0,0.0,0.0,0.0
3031,12,25,4,0,1,1,1,1.066738,4.0,0.0,0.0,0.0
3032,12,25,4,0,1,1,1,1.449422,5.0,0.0,0.0,0.0
3033,12,25,4,4,1,1,2,0.0,0.0,0.0,0.0,0.0
3034,12,25,4,1,2,1,0,0.0,1.0,0.0,0.0,0.0
3035,12,25,4,1,2,1,0,0.6000954,2.0,0.0,0.0,0.0
